Human Timestamp,Unix Time,Microseconds,System Failure,Accelerometer Failure,Gyroscope Failure,Magnetometer Failure,Pressure Failure,GNSS Failure,Accelerometer Overrange,Gyroscope Overrange,Magnetometer Overrange,Pressure Overrange,Minimum Temperature,Maximum Temperature,Low Voltage,High Voltage,GNSS Antenna Disconnected,Data Overflow,Orientation Ready,Navigation Ready,Heading Ready,Time Ready,GNSS Fix Type,Event 1 Flag,Event 2 Flag,Internal GNSS Enabled,Magnetic Heading Enabled,Velocity Heading Enabled,Atmospheric Altitude Enabled,External Position Active,External Velocity Active,External Heading Active
Tue May 24 08:01:35 EDT 2016,1464091295,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:36 EDT 2016,1464091296,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:37 EDT 2016,1464091297,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:38 EDT 2016,1464091298,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:39 EDT 2016,1464091299,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:40 EDT 2016,1464091300,94000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:41 EDT 2016,1464091301,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:42 EDT 2016,1464091302,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:43 EDT 2016,1464091303,103000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:44 EDT 2016,1464091304,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:45 EDT 2016,1464091305,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:46 EDT 2016,1464091306,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:47 EDT 2016,1464091307,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:48 EDT 2016,1464091308,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:49 EDT 2016,1464091309,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:50 EDT 2016,1464091310,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:51 EDT 2016,1464091311,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,1,0,0,0,
Tue May 24 08:01:52 EDT 2016,1464091312,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:53 EDT 2016,1464091313,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:54 EDT 2016,1464091314,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:55 EDT 2016,1464091315,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:56 EDT 2016,1464091316,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:57 EDT 2016,1464091317,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:58 EDT 2016,1464091318,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:01:59 EDT 2016,1464091319,127000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:00 EDT 2016,1464091320,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:01 EDT 2016,1464091321,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:02 EDT 2016,1464091322,137000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:03 EDT 2016,1464091323,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:04 EDT 2016,1464091324,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:05 EDT 2016,1464091325,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:06 EDT 2016,1464091326,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:07 EDT 2016,1464091327,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:08 EDT 2016,1464091328,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:09 EDT 2016,1464091329,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:10 EDT 2016,1464091330,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:11 EDT 2016,1464091331,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:12 EDT 2016,1464091332,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:13 EDT 2016,1464091333,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:14 EDT 2016,1464091334,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:15 EDT 2016,1464091335,141000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:16 EDT 2016,1464091336,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:17 EDT 2016,1464091337,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:18 EDT 2016,1464091338,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:19 EDT 2016,1464091339,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:20 EDT 2016,1464091340,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:21 EDT 2016,1464091341,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:22 EDT 2016,1464091342,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:23 EDT 2016,1464091343,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:24 EDT 2016,1464091344,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:25 EDT 2016,1464091345,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:26 EDT 2016,1464091346,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:27 EDT 2016,1464091347,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:28 EDT 2016,1464091348,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:29 EDT 2016,1464091349,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:30 EDT 2016,1464091350,164000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:31 EDT 2016,1464091351,163000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:32 EDT 2016,1464091352,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:33 EDT 2016,1464091353,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:34 EDT 2016,1464091354,166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:35 EDT 2016,1464091355,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:36 EDT 2016,1464091356,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:37 EDT 2016,1464091357,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:38 EDT 2016,1464091358,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:39 EDT 2016,1464091359,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:40 EDT 2016,1464091360,185000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:41 EDT 2016,1464091361,184000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:42 EDT 2016,1464091362,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:43 EDT 2016,1464091363,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:44 EDT 2016,1464091364,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:45 EDT 2016,1464091365,195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:46 EDT 2016,1464091366,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:47 EDT 2016,1464091367,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:48 EDT 2016,1464091368,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:49 EDT 2016,1464091369,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:50 EDT 2016,1464091370,197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:51 EDT 2016,1464091371,197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:52 EDT 2016,1464091372,197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:53 EDT 2016,1464091373,197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:54 EDT 2016,1464091374,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:55 EDT 2016,1464091375,218000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:56 EDT 2016,1464091376,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:57 EDT 2016,1464091377,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:58 EDT 2016,1464091378,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:02:59 EDT 2016,1464091379,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:00 EDT 2016,1464091380,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:01 EDT 2016,1464091381,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:02 EDT 2016,1464091382,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:03 EDT 2016,1464091383,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:04 EDT 2016,1464091384,221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:05 EDT 2016,1464091385,221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:06 EDT 2016,1464091386,221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:07 EDT 2016,1464091387,221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:08 EDT 2016,1464091388,221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:09 EDT 2016,1464091389,220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:10 EDT 2016,1464091390,221000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:11 EDT 2016,1464091391,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:12 EDT 2016,1464091392,230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:13 EDT 2016,1464091393,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:14 EDT 2016,1464091394,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:15 EDT 2016,1464091395,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:16 EDT 2016,1464091396,231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:17 EDT 2016,1464091397,241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:18 EDT 2016,1464091398,241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:19 EDT 2016,1464091399,241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:20 EDT 2016,1464091400,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:21 EDT 2016,1464091401,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:22 EDT 2016,1464091402,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:23 EDT 2016,1464091403,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:24 EDT 2016,1464091404,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:25 EDT 2016,1464091405,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:26 EDT 2016,1464091406,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:27 EDT 2016,1464091407,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:28 EDT 2016,1464091408,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:29 EDT 2016,1464091409,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:30 EDT 2016,1464091410,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:31 EDT 2016,1464091411,274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:32 EDT 2016,1464091412,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:33 EDT 2016,1464091413,276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:34 EDT 2016,1464091414,276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:35 EDT 2016,1464091415,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:36 EDT 2016,1464091416,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:37 EDT 2016,1464091417,277000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:38 EDT 2016,1464091418,276000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:39 EDT 2016,1464091419,277000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:40 EDT 2016,1464091420,277000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:41 EDT 2016,1464091421,277000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:42 EDT 2016,1464091422,286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:43 EDT 2016,1464091423,286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:44 EDT 2016,1464091424,286000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:45 EDT 2016,1464091425,297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:46 EDT 2016,1464091426,296000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:47 EDT 2016,1464091427,297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:48 EDT 2016,1464091428,297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:49 EDT 2016,1464091429,297000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:50 EDT 2016,1464091430,298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:51 EDT 2016,1464091431,298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:52 EDT 2016,1464091432,298000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:53 EDT 2016,1464091433,308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:54 EDT 2016,1464091434,308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:55 EDT 2016,1464091435,308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:56 EDT 2016,1464091436,309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:57 EDT 2016,1464091437,308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:58 EDT 2016,1464091438,308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:03:59 EDT 2016,1464091439,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:00 EDT 2016,1464091440,309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:01 EDT 2016,1464091441,309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:02 EDT 2016,1464091442,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:03 EDT 2016,1464091443,309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:04 EDT 2016,1464091444,309000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:05 EDT 2016,1464091445,310000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:06 EDT 2016,1464091446,331000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
Tue May 24 08:04:07 EDT 2016,1464091447,331000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,
